EURUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
07/31/2024 01:00,1.08197,1.0825,1.0815,1.08218,2.1,0.02,
07/31/2024 00:00,1.08155,1.08201,1.0811,1.08199,4.4,0.04,
07/30/2024 23:00,1.08152,1.0818,1.0813,1.08156,0.4,0.00,
07/30/2024 22:00,1.08125,1.0817,1.0811,1.08144,1.9,0.02,
07/30/2024 21:00,1.08134,1.082,1.08046,1.08139,0.5,0.00,
07/30/2024 20:00,1.08108,1.0817,1.0798,1.08134,2.6,0.02,
07/30/2024 19:00,1.08112,1.08134,1.0808,1.08104,-0.8,-0.01,
07/30/2024 18:00,1.0815,1.08161,1.0808,1.08111,-3.9,-0.04,
07/30/2024 17:00,1.08138,1.08176,1.0809,1.08142,0.4,0.00,
07/30/2024 16:00,1.08087,1.0817,1.0805,1.08136,4.9,0.05,
07/30/2024 15:00,1.08048,1.0811,1.0797,1.08085,3.7,0.03,
07/30/2024 14:00,1.08091,1.08104,1.0797,1.08051,-4.0,-0.04,
07/30/2024 13:00,1.08019,1.08152,1.08,1.08093,7.4,0.07,
07/30/2024 12:00,1.08241,1.0826,1.0801,1.08019,-22.2,-0.21,
07/30/2024 11:00,1.08329,1.08335,1.0823,1.08242,-8.7,-0.08,
07/30/2024 10:00,1.0832,1.0836,1.083,1.08334,1.4,0.01,
07/30/2024 09:00,1.08284,1.08351,1.0826,1.08318,3.4,0.03,
07/30/2024 08:00,1.0818,1.0835,1.08153,1.08286,10.6,0.10,
07/30/2024 07:00,1.08221,1.0827,1.0814,1.08182,-3.9,-0.04,
07/30/2024 06:00,1.08203,1.08244,1.0816,1.08221,1.8,0.02,
07/30/2024 05:00,1.08236,1.0825,1.0817,1.08204,-3.2,-0.03,
07/30/2024 04:00,1.08217,1.08252,1.082,1.08238,2.1,0.02,
07/30/2024 03:00,1.0818,1.08223,1.0816,1.0822,4,0.04,
07/30/2024 02:00,1.08173,1.08185,1.0813,1.08179,0.6,0.01,
07/30/2024 01:00,1.08169,1.082,1.0813,1.0817,0.1,0.00,
07/30/2024 00:00,1.08188,1.082,1.0814,1.08169,-1.9,-0.02,
07/29/2024 23:00,1.0823,1.0823,1.0817,1.08189,-4.1,-0.04,
07/29/2024 22:00,1.08231,1.0825,1.08191,1.08219,-1.2,-0.01,
07/29/2024 21:00,1.08204,1.0827,1.0813,1.08221,1.7,0.02,
07/29/2024 20:00,1.08234,1.0824,1.0818,1.08204,-3.0,-0.03,
07/29/2024 19:00,1.08216,1.0826,1.082,1.08235,1.9,0.02,
07/29/2024 18:00,1.08249,1.0825,1.0818,1.08215,-3.4,-0.03,
07/29/2024 17:00,1.08216,1.0826,1.0818,1.08248,3.2,0.03,
07/29/2024 16:00,1.0819,1.0824,1.0813,1.08215,2.5,0.02,
07/29/2024 15:00,1.08155,1.08238,1.0813,1.08189,3.4,0.03,
07/29/2024 14:00,1.08118,1.08161,1.0801,1.0815,3.2,0.03,
07/29/2024 13:00,1.08161,1.0818,1.0809,1.08117,-4.4,-0.04,
07/29/2024 12:00,1.08179,1.08215,1.0813,1.08159,-2.0,-0.02,
07/29/2024 11:00,1.0834,1.0836,1.0815,1.08177,-16.3,-0.15,
07/29/2024 10:00,1.0837,1.0842,1.0831,1.08355,-1.5,-0.01,
07/29/2024 09:00,1.08324,1.08413,1.0825,1.08371,4.7,0.04,
07/29/2024 08:00,1.08443,1.08445,1.083,1.08322,-12.1,-0.11,
07/29/2024 07:00,1.08577,1.08598,1.0842,1.08444,-13.3,-0.12,
07/29/2024 06:00,1.08587,1.08623,1.0853,1.08579,-0.8,-0.01,
07/29/2024 05:00,1.08588,1.0863,1.0856,1.0859,0.2,0.00,
07/29/2024 04:00,1.08622,1.0864,1.0857,1.08589,-3.3,-0.03,
07/29/2024 03:00,1.08641,1.0866,1.086,1.0861,-3.1,-0.03,
07/29/2024 02:00,1.08655,1.087,1.0862,1.08641,-1.4,-0.01,
07/29/2024 01:00,1.08633,1.0868,1.0859,1.08655,2.2,0.02,
07/29/2024 00:00,1.08525,1.0867,1.0849,1.08632,10.7,0.10,
07/28/2024 23:00,1.0856,1.08565,1.0851,1.08526,-3.4,-0.03,
